Title,Link,Content
Airlines plan to open routes to connect Macao with multiple Asian destinations,https://www.cnbayarea.org.cn/english/News/content/post_1042038.html,"The passenger volume of the Macau International Airport almost halved in 2022 compared to the year before, according to the airport’s operator.
The Macau Airport Company estimates that the airport registered a total income of MOP1.4 billion last year, down 32% year-on-year, with the passenger volume slummed by almost 50% to nearly 600,000.While the flight movement also recorded a 14% decline, the cargo volume grew by 6% to 51,400 tonnes.
The airport operator said it would strive to facilitate the recovery of air passenger and cargo transportation in 2023.
The company is now anticipating a full post-pandemic recovery, with several airlines planning to open new routes connecting Macau with countries and cities, including Bangkok, Phnom Penh and Maldives. The announcement was made during a media luncheon held on Thursday.
It revealed that airlines flying to Macau are applying to operate 20% more international routes than a year ago.
Multiple flight companies are also planning to reopen routes. There are new airlines that will operate flights to destinations like Bangkok, Haikou and Singapore, with others planning routes to Jeju, Phnom Penh and Maldives.
It’s estimated that the air traffic demand in 2023 will reach 85% of that in 2019.
Meanwhile, the South Extension Project of the airport terminal has been completed, with boarding gates already opened, boosting the annual capacity of the terminal to 10 million passengers.
Several airlines in Macau have been gradually reopening routes or ramping up flight frequencies to Asian destinations, including Kuala Lumpur, Manila and Bangkok since Macau fully reopened its borders last month."
Macau’s trade body touts benefits online to woo MICE organisers in Portuguese-speaking countries,https://www.cnbayarea.org.cn/english/News/content/post_1042037.html,"Representatives of over 30 Portuguese enterprises came together online today to explore the possibility of bringing more exhibitions and conferences to Macau at a virtual presentation organised by the Macao Trade and Investment Promotion Institute (IPIM) and the Portugal-China Young Entrepreneurs Association (AJEPC).
According to a statement from IPIM, its representatives introduced the participants in the ‘Join Macao, Seize PSCs Opportunities’ Online Investor Presentation to government measures the body said was “favourable for MICE events in Macau”, as well as the assistance services – China-PSC Busines Compass – potential organisers of MICE events from Portuguese-speaking countries could receive.
Representatives responsible for economic development at the Guangdong-Macao In-Depth Co-operation Zone were also in attendance to tout the supporting policies Hengqin authorities pledged in a rulebook that will become effective on 1 March.
At the online event, AJEPC representatives also shared their business and investment experiences, and encouraged enterprises from Portuguese-speaking countries interested in exploring the mainland Chinese market to give it a go."
"Shenzhen to build 10,000 5G base stations in 2023",https://www.cnbayarea.org.cn/english/News/content/post_1042024.html,"China's southern metropolis of Shenzhen will build 10,000 5G base stations in 2023, local authorities have said.
By the end of 2023, the 5G base stations will be distributed at a density of 42 per 10,000 people and 37 per square km in the city, according to an action plan issued by the municipal industry and information technology bureau.
Since 2019, Shenzhen has constructed over 65,000 5G base stations, with over 10 million 5G users, said the plan.
As a frontrunner in China's high-tech industrial development, Shenzhen boasts a host of Chinese startups and tech heavyweights, including Huawei and Tencent."
"Macao’s meeting, exhibition events rise in Q4 2022",https://www.cnbayarea.org.cn/english/News/content/post_1042032.html,"A total of 197 meeting, incentive, conference and exhibition (MICE) events were held in Macao in the fourth quarter of last year, an increase of 34 year-on-year, the special administrative region's statistics service said on Thursday.
The latest report from the Statistics and Census Service indicated that the number of participants and attendees dropped by 15.4 percent to 608,000 as the number of large exhibitions decreased.
A total of 166 meetings and conferences were held in the fourth quarter, up by 26 from the same period of last year. The number of participants rose by 35.7 percent to 18,000. The average duration of the meetings and conferences remained at 1.0 day, said the report.
The number of exhibitions in the third quarter of 2022 went up by eight year-on-year to 28. Yet, the number of attendees fell by 16.3 percent to 590,000.
The exhibitions in the fourth quarter attracted 3,098 exhibitors and 28,000 professional visitors, showed the report.
In accordance with information collected from 952 interviewed exhibitors, 96.8 percent of their receipts were mainly generated from sales of goods, whereas their expenditure was mainly incurred on rental paid for exhibition booths and booth installation and decoration."
"In Guangzhou, business approvals to be streamlined",https://www.cnbayarea.org.cn/english/News/content/post_1041810.html,"Guangzhou's Tianhe district in Guangdong province, is sparing no effort to build a first-class international business environment to help promote the high-quality development of the financial hub.
Chen Xiuge, deputy director of the district government service data management bureau, said on Monday that his bureau would further simplify enterprise registration procedures, promote online registration services and provide better services to attract companies from outside to set up their new production facilities, branches and offices in the district in the months ahead.
According to Chen, the bureau is now constructing a high-quality government service environment. It is making great efforts to build a new digital government service system that is convenient for enterprises and for people starting businesses.
Meanwhile, Chen said, the bureau would further reduce the number of administrative approvals needed, improve enterprise services and introduce more digital and artificial intelligence technologies.
According to the bureau, Tianhe district in the central business district of Guangzhou, has given the green light to 10,280 new companies as of the end of Monday this year.
Of them, 5,137 new companies were established in Tianhe since February, with an average of 367 new companies starting operations daily.
Chen said he believed more than 100,000 new companies will be granted certificates to begin operations in Tianhe this year, demonstrating the district's strong economic growth momentum."
Hengqin cross-border trips surge past pre-Covid level after curbs removed in January,https://www.cnbayarea.org.cn/english/News/content/post_1041633.html,"Close to 1.6 million cross-border trips have been made between Hengqin and Macau since immigration restrictions related to Covid-19 were lifted early last month, Hengqin authorities said.
The latest figures provided by the Guangdong-Macao In-Depth Cooperation Zone in Hengqin show that as many as 1.58 million trips had been made across the Hengqin border between 8 January and 19 February after travel resumed free of restrictions between Macau and mainland China.
The number suggested a 27.4-percent increase compared to the equivalent period in 2019.
Besides, as many as 230,000 car rides had also been logged, with 150,000 of which by vehicles registered in the SAR."
Hengqin launches 2023 internship program for Macao youth,https://www.cnbayarea.org.cn/english/News/content/post_1041808.html,"On February 21, the launch ceremony of an internship program for Macao youth in 2023 was held in the Guangdong-Macao In-depth Cooperation Zone in Hengqin, Zhuhai.
Apart from the summer internship program by the Executive Committee of the Cooperation Zone, Hengqin also plans to launch six special internship programs in terms of culture, tourism, conventions, film and television production, big health, R&D and high-end manufacturing.
The move will meet the internship need of Macao youth in different fields and help cultivate more talent to promote a diversified development of Macao's economy.
Besides this, it signed a strategic cooperation memorandum with Macao to launch the special internship program for electronic sports.
During the ceremony, the internship certificates of the 2022 program for Macao young people were also issued. 28 youth representatives received certificates of the special internship program.
The statistics show that 189 internship positions of the four special programs in 2022 attracted 890 Macao applicants and 123 youth successfully finished their internship.
In the meantime, the Zone also provided internship opportunities for Macao youth in Shanghai, Guangzhou and Shenzhen for the first time to increase their understanding of the industries' development and prospect on the Chinese Mainland and provide them with a bigger platform to start up a company or choose a career in the future.
In the future, Hengqin will build a special internship and employment service platform for Macao youth and actively establish a whole chain service system for them.
Author | Fanny
Editor | Wing, Nan, Monica, Jerry"
Finance chief expects Hong Kong economy to grow 3.5 pct to 5.5 pct in 2023,https://www.cnbayarea.org.cn/english/News/content/post_1041811.html,"The Hong Kong economy will see a visible rebound this year with growth of 3.5 percent to 5.5 percent for the year as a whole, Financial Secretary of China's Hong Kong Special Administrative Region (HKSAR) government Paul Chan said on Wednesday.
Chan made the statement while delivering the 2023-24 budget at the HKSAR's Legislative Council."
Short film competition to encourage exploration of Cooperation Zone in Hengqin,https://www.cnbayarea.org.cn/english/News/content/post_1041632.html,
9 GBA cities’ imports and exports hit 7.94 trillion RMB in 2022,https://www.cnbayarea.org.cn/english/News/content/post_1041625.html,"With seven airport transportation sites and 11 comprehensive bonded zones in GBA, the Customs authorities have given full play to the edges of bonded processing, bonded logistics, goods trade, service trade and virtual ports, thereby facilitating air cargo clearance.
Shenzhen Customs has created a new logistics mode of ""Multi-Country Consolidation Qianhai"" (MCC Qianhai) and established the Qianhai Service Center of Guangdong-Hong Kong-Macao Greater Bay Area Airport Group.
Geared to multi-country consolidation standard, Shenzhen Customs directly connects with flights from Hong Kong, Shenzhen and Guangzhou airports, and supports enterprises to complete the whole process of cargo booking, cargo collection, distribution in a one-stop manner in Qianhai Integrated Bonded Zone.
So far, a total of 91.81 billion RMB of cargo has been loaded and distributed at the Qianhai Departure Air Cargo Service Centre.
With the support from Guangzhou Customs, goods can be transported to Baiyun Airport for rapid export after one-stop customs clearance and inspection at Nansha Port, which saves more than two hours.
In addition, from Dongguan Humen Port Integrated Free Trade Zone, the goods exported through Hong Kong International Airport are subject to the ""Dongguan single security inspection management"" mode, without the need for secondary security inspection at the airport, thus realizing the cross-border security pre-inspection.
Under the innovative supervision mode of Customs, the cluster effect of the airports in the GBA will be further brought into play to help enterprises save the time for goods export and reduce about 30 percent of the costs.
In future, the Customs in Guangdong Province will continue to focus on optimizing supervision and make every effort to facilitate the ""cooperative inspection"", ""one-time release"" and ""one-stop"" vehicles, so as to promote the high-quality development of the GBA.
Author | Fanny, Pamela (Intern)
Editor | Wing, Nan, Monica, Jerry"
Int’l Bay Area Summit 2023 held in Hong Kong on sustainable development of GBA,https://www.cnbayarea.org.cn/english/News/content/post_1041631.html,"An international summit organized by the Hong Kong Academy of Engineering Sciences opened here Monday, aiming to explore ways of sustainable development of the Guangdong-Hong Kong-Macao Greater Bay Area (GBA).
Under the theme of ""Innovation, Technology, Entrepreneurship, and Ecosystems,"" the two-day International Bay Area Summit 2023 was held to explore development opportunities and cooperation among different Bay Area economies.
Vice Chairman of the National Committee of the Chinese People's Political Consultative Conference Leung Chun-ying said at the summit that Hong Kong should seize the opportunity and actively promote its participation in GBA cooperation.
Leung urged people to visit other GBA cities to learn more about the development of the mainland.
John Lee, chief executive of the Hong Kong Special Administrative Region (HKSAR), said via video link that with the support of the national 14th Five-Year Plan, Hong Kong is determined to develop into an international innovation and technology center.
""This is set to open new doors for Hong Kong to synergize with other GBA cities and the whole wide world,"" Lee said.
The Northern Metropolis will create a platform that pools together local talents and experts from other GBA cities and overseas, he added.
More than 200 experts, scholars and representatives from universities and research institutions in the mainland, Hong Kong, Macao and other Bay Area cities overseas joined the discussions."
Zhuhai named top national convention and exhibition destination,https://www.cnbayarea.org.cn/english/News/content/post_1041630.html,"Zhuhai was named the ""Most Favored Destination for Conventions and Award Ceremonies in China"" during the 14th China Meetings Industrial Conference, which took place in Beijing from Feb 15 to 17.
The 14th China Meetings Industrial Conference, hosted by the China Convention, Exhibition, and Event Society, is currently the largest and most influential industrial event in China's convention and awards tourism industry.
This year's conference attracted more than 1,000 representatives from across the country, including delegations from Nanjing, Chengdu, Xiamen, Hangzhou, Ningbo, as well as Zhuhai, to showcase the latest developments in their respective convention and exhibition sectors.
The Zhuhai delegation reached out to 303 convention purchasers, including conference organizers, social associations, and enterprises, during the event, with several convention and exhibition projects showing intentions to settle in Zhuhai.
During the delegation's stay in Beijing, it visited famous industrial associations and convention enterprises at home and abroad, such as the China Electricity Council, China Photovoltaic Industry Association, as well as Beijing Auto Square Exhibition. This was part of its efforts to attract more convention and exhibition projects to Zhuhai featuring the city's four major industries, namely next-generation information technology, new energy, integrated circuits, biomedicine, and health, as well as three advantageous industries of intelligent household appliances, equipment manufacturing, and fine chemicals.
Zhuhai in recent years has won the titles of ""China's Famous Convention & Exhibition City"" and ""Chinese Convention City with the Most Happiness."" It has also been listed among the top 10 municipal cities with the highest competitiveness in the convention and exhibition industry, ranking fourth countrywide in November 2022 in terms of its convention and exhibition industrial development.
Since 2022, the Zhuhai Bureau of Commerce has been enhancing its support and guidance to the Zhuhai Bureau of Conventions & Exhibitions, striving to boost industrial development via the convention and exhibition industry."
Inaugural group obtains multiple-entry permits to SARs,https://www.cnbayarea.org.cn/english/News/content/post_1041627.html,"Six scientific research workers in Guangzhou, capital of Guangdong province, became the first group to obtain multiple-entry endorsement to Hong Kong and Macao on Monday, according to the local immigration authorities.
The endorsement would allow single stays as long as 30 days in either of the two special administrative regions.
Starting on Monday, talented individuals working in six sectors in mainland cities of the Guangdong-Hong Kong-Macao Greater Bay Area are able to apply for entry permits ranging from one to five years depending on their eligibility category, according to the National Immigration Administration.
The new policy aims to facilitate scientific research and academic exchanges in the area and promote overall construction of the Greater Bay Area.
""Multiple-entry permits to Hong Kong and Macao are exactly what we want. As scientific researchers, we need to travel to the two SARs frequently for exchanges,"" said Ji Jing with the Guangzhou Institute of Advanced Technology.
In the past, only one trip to Hong Kong and Macao was allowed per endorsement, with stay time limited to seven days.
""With the new endorsement, we can visit Hong Kong and Macao many times a year and have more time to share our discoveries and ideas,"" she said.
It takes only seven working days for individuals in Guangdong to apply for the multiple-entry endorsement, according to Huang Yueling, an entry and exit management official with the Guangzhou Public Security Bureau.
""It is an innovative measure to facilitate overall development of the Greater Bay Area that will help deepen exchanges and cooperation between the mainland and Hong Kong and Macao,"" Huang said.
The Greater Bay Area includes nine cities in Guangdong, Hong Kong and Macao."
Overseas Chinese Entrepreneurs Investment (Guangdong) Conference to be held in Guangzhou from February 24 to 25,https://www.cnbayarea.org.cn/english/News/content/post_1041626.html,"The Overseas Chinese Entrepreneurs Investment (Guangdong) Conference will be held in Guangzhou from February 24 to 25 with about 600 participants, according to a press conference held on February 21. Overseas Chinese entrepreneurs are full of confidence in participating in Guangdong's high-quality development, said Yan Ke, Director General of Guangdong Provincial Federation of Returned Overseas Chinese.
According to Yan, Overseas Chinese investors from 28 countries and regions, have invested or traded in all 21 prefecture-level cities of Guangdong. The investment projects focus on the province's 20 strategic industrial clusters including advanced materials, bio-medicine and health, new generation electronic information, high-end equipment manufacturing and others.
Around 450 renowned representatives of overseas Chinese, overseas Chinese entrepreneurs and enterprises have confirmed to attend the conference offline on February 25. Dhanin Chearavanont, Senior Chairman of Charoen Pokphand Group Co., Ltd. (C.P. Group) will deliver a video speech for the event.
The Chinese General Chambers of Commerce and influential overseas Chinese business associations in more than 10 countries and regions, as well as overseas Chinese businessmen from more than 130 countries and regions will participate in related activities of the conference.
The opening ceremony will showcase the invited overseas Chinese entrepreneurs' contribution to Guangdong's economic and social development. The event will call on overseas Chinese entrepreneurs and enterprises to participate in high-quality development of Guangdong.
From the afternoon of February 25 to the 27, the participating entrepreneurs will visit Guangzhou, Shaoguan, Huizhou, Shanwei, Zhongshan, Zhanjiang and other cities.
Author: Will
Editor: Wing, Nan, Jerry"
Guangdong to expedite the building of a high-quality transport network,https://www.cnbayarea.org.cn/english/News/content/post_1041466.html,"Guangdong will accelerate the building of a high-quality comprehensive and fully integrated transportation network, according to a work conference held by the Department of Transport of Guangdong Province recently.
Focusing on promoting high-quality development, the province will invest 230 billion RMB in highways and waterways in 2023. It includes 120 billion RMB in expressways, 30 billion RMB in rural roads and 20 billion RMB in ports and waterways.
In terms of highways, it will continue to build 1,964 kilometers cross-river and cross-sea channels, such as, the Shenzhen-Zhongshan Bridge, Shiziyang Tunnel and Huangmao Sea Bridge. And 6,583 kilometers of rural roads will be reconstructed.
Guangdong will also invest 110 billion RMB in railways under the administration of the province. It will speed up the building of Guangzhou-Shanwei-Shantou High-speed Railway, Guangzhou-Zhanjiang High-speed Railway, Shenzhen-Zhanjiang High-speed Railway, Zhuhai-Zhaoqing High-speed Railway, Intercity Railways connecting Guangzhou and Shenzhen, and Eastern Guangdong Intercity Railway.
Besides these initiatives, it will promote the capacity expansion and upgrade of high-grade inland waterways, such as the northward extension projects of the Dongjiang River and Beijiang River.
So far, it has basically built a leading expressway and extensive rural road network in China. And other infrastructure development like ports, railways, and airports has also been at the forefront of the country.
The statistics show that from 2018 to 2022, Guangdong had finished an investment of 974.16 billion RMB in highways and waterways.
Author | Fanny
Editor | Wing, Nan, Monica, Jerry"
Talent flow made easier in bay area,https://www.cnbayarea.org.cn/english/News/content/post_1041470.html,"Promoting cross-border practices in more professional fields and mutual recognition of professional qualifications would be of great importance to increasing the flow of talent in the Guangdong-Hong Kong-Macao Greater Bay Area, according to an official with the human resources authorities in Guangdong province.
""We hope to work with Hong Kong and Macao authorities to expand the effect on rules convergence by relaxing the practice threshold and strengthening cross-border cooperation of social security services,"" said Yang Hongshan, deputy director of Guangdong Provincial Human Resources and Social Security Department.
Yang made the remarks during a conference on the high-quality development of talent services in the Greater Bay Area, which was held in Guangzhou, the Guangdong provincial capital, on Monday.
There are more than 200,000 Hong Kong and Macao residents working in Guangdong, with over 3,000 professionals having obtained qualifications on the mainland, according to the Guangdong provincial human resources authorities.
Additionally, over 1,500 people from the two special administrative regions have applied for entry examinations for public institutions in the Greater Bay Area, and more than 300,000 people have benefited from pension, unemployment and work-related injury insurance in Guangdong.
""We will introduce more services in employment and entrepreneurship, providing more opportunities and creating better conditions for Hong Kong and Macao residents, especially young people, to grow with the development of the Greater Bay Area,"" said Yang.
According to Yang, Guangdong has already built a youth innovation and entrepreneurship incubation system, helping incubate nearly 4,000 Hong Kong and Macao-invested projects and create jobs for about 5,500 Hong Kong and Macao residents.
Special internship programs from Hong Kong and Macao will be greatly supported by Guangdong human resources authorities, which will provide more attractive and competitive internship positions for young people from the SARs.
""We will support Hong Kong and Macao education, medical and other scientific research and innovation institutions to set up postdoctoral research platforms in Guangdong, helping recruit and train postdoctoral students,"" said Yang.
Jointly building a number of world-class technical colleges, training bases and vocational skills training institutions is also highly anticipated.
During the conference, officials from the human resources authorities of Guangdong, Hong Kong and Macao introduced their latest talent policies, vowing to further facilitate talent exchanges and cooperation in the Greater Bay Area.
Chan Kwok-ki, chief secretary for the administration of the Hong Kong SAR, said a new move allowing multiple-entry endorsement to Hong Kong and Macao for talented individuals working in certain sectors in the Greater Bay Area would help facilitate scientific research and academic exchanges for talent in the area and promote the construction of the GBA.
Starting on Monday, candidates will be able to apply for entry ranging from one to five years, depending on the eligibility category they fall under, according to the National Immigration Administration."
Video | Aerial view of Guangzhou Eastern Road-rail Intermodal Transport Hub,https://www.cnbayarea.org.cn/english/News/content/post_1041467.html,"Located in Zengcheng district, it will be built as a new driver for promoting high-quality development in the province.
As a major national project and one of the four national logistics hubs in the city, it covers an area of 958 hectares with a total investment of over hundreds of billions of RMB.
How will it inject new impetus into the province's high-quality development? Click the video to find out!
English version | Fanny, Eastbrook
Video provided by GRT
Editor | Wing, Nan, Monica, Jerry"
Visitor arrivals in Macao double year on year in January,https://www.cnbayarea.org.cn/english/News/content/post_1041474.html,"Visitor arrivals in Macao surged 101.3 percent year on year to 1,397,748 in January 2023, the Macao Special Administrative Region's (SAR) statistical agency said on Monday.
The figure represented a month-on-month rise of 259.0 percent, which was ascribable to the easing of anti-epidemic measures for entry into Macao and the Chinese Lunar New Year holiday, showed the latest report from the Statistics and Census Service.
Overnight visitors and same-day visitors soared by 234.5 percent and 29.1 percent year on year to 816,199 and 581,549, respectively.
The number of visitors from the Chinese mainland increased by 54.5 percent year on year to 991,641 while visitors from China's Hong Kong SAR and Taiwan region leapt by 704.3 percent and 139.0 percent year on year to 356,958 and 18,868, respectively."
